"114.2017",484,484,475,NA,484,484,475,NA
"115.2016",448,405,420,NA,448,405,420,NA
"115.2017",445,445,482,NA,445,445,482,NA
"117.2016",418,370,450,NA,418,370,450,NA
"117.2017",409,409,441,NA,409,409,441,NA
"118.2016",390,498,NA,NA,390,498,NA,NA
"118.2017",579,579,NA,NA,579,579,NA,NA
"119.2016",431,467,NA,NA,431,467,NA,NA
"119.2017",442,442,NA,NA,442,442,NA,NA
"120.2016",510,363,NA,NA,510,363,NA,NA
"120.2017",400,400,NA,NA,400,400,NA,NA
"121.2016",467,449,NA,NA,467,449,NA,NA
"121.2017",485,485,NA,NA,485,485,NA,NA
"122.2016",412,NA,NA,NA,412,NA,NA,NA
"122.2017",532,532,NA,NA,532,532,NA,NA
"123.2016",510,490,NA,NA,510,490,NA,NA
"123.2017",416,416,NA,NA,416,416,NA,NA
"124.2016",465,451,NA,NA,465,451,NA,NA
"124.2017",535,535,NA,NA,535,535,NA,NA
"125.2016",405,396,NA,NA,405,396,NA,NA
"125.2017",478,478,NA,NA,478,478,NA,NA
"126.2016",450,407,NA,NA,450,407,NA,NA
"127.2016",387,445,NA,NA,387,445,NA,NA
"128.2016",419,486,NA,NA,419,486,NA,NA
"129.2016",362,387,NA,NA,362,387,NA,NA
"130.2016",334,334,366,NA,334,334,366,NA
"130.2017",474,460,410,NA,474,460,410,NA
"131.2016",371,366,392,NA,371,366,392,NA
"131.2017",470,447,450,NA,470,447,450,NA
"132.2016",418,415,442,NA,418,415,442,NA
"132.2017",429,423,450,NA,429,423,450,NA
"133.2016",394,392,418,NA,394,392,418,NA
"133.2017",432,422,425,NA,432,422,425,NA
"134.2016",367,453,NA,NA,367,453,NA,NA
"135.2016",416,485,NA,NA,416,485,NA,NA
