FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,Fmin,Fmean,Fmax,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,TOP1MATCH*,TOP1DIST,TOP2MATCH,TOP2DIST,TOP3MATCH,TOP3DIST,VOCALIZATIONS,MANUAL ID
,S4A01593_20160506_195404.wav,0,2129.312,0.357,2156,2464,2719,5/6/2016,29:33.3,20,5/6/2016,29:33.3,8,non focal,0.581779,VIRA call,0.581779,SORA,0.581779,1,non focal
,S4A01593_20160506_195404.wav,1,1954.469,0.171,3000,4047,5438,5/6/2016,26:38.5,20,5/6/2016,26:38.5,8,non focal,0.584519,SESP,0.584519,non focal,0.73075,1,non focal
,S4A01593_20160506_195404.wav,1,2002.997,0.539,1125,1579,2344,5/6/2016,27:27.0,20,5/6/2016,27:27.0,8,non focal,0.584674,BLRA,0.584674,LEBI,0.584674,1,non focal
,S4A01593_20160506_195404.wav,0,3060.624,0.171,1781,4143,5625,5/6/2016,45:04.6,20,5/6/2016,45:04.6,8,non focal,0.586221,VIRA grunt,0.586221,non focal,0.885438,1,non focal
,S4A01593_20160506_195404.wav,1,3084.955,0.16,3750,4282,5156,5/6/2016,45:29.0,20,5/6/2016,45:29.0,8,non focal,0.588062,SESP,0.588062,non focal,0.656874,1,non focal
,S4A01593_20160506_195404.wav,0,480.427,0.213,2063,4120,10031,5/6/2016,02:04.4,20,5/6/2016,02:04.4,8,non focal,0.588391,VIRA grunt,0.588391,non focal,0.818098,1,non focal
,S4A01593_20160506_195404.wav,1,248.624,0.224,1969,4108,9844,5/6/2016,58:12.6,19,5/6/2016,58:12.6,7,non focal,0.591738,VIRA grunt,0.591738,non focal,0.661778,1,non focal
,S4A01593_20160506_195404.wav,0,3291.019,2.443,1125,3504,4406,5/6/2016,48:55.0,20,5/6/2016,48:55.0,8,non focal,0.592085,non focal,0.907688,non focal,0.98995,1,non focal
,S4A01593_20160506_195404.wav,1,2023.781,2.875,1313,2875,6188,5/6/2016,27:47.8,20,5/6/2016,27:47.8,8,non focal,0.592197,CLRA kek,0.592197,SORA,0.592197,1,non focal
,S4A01593_20160506_195404.wav,1,2453.499,0.539,3375,3699,4219,5/6/2016,34:57.5,20,5/6/2016,34:57.5,8,non focal,0.592788,focal mix,0.592788,CLRA grunt,0.592788,1,non focal
,S4A01593_20160506_195404.wav,1,2496.923,2.16,3281,3656,4219,5/6/2016,35:40.9,20,5/6/2016,35:40.9,8,non focal,0.592825,focal mix,0.592825,CLRA grunt,0.592825,1,non focal
,S4A01593_20160506_195404.wav,0,1173.067,0.501,1219,1554,2344,5/6/2016,13:37.1,20,5/6/2016,13:37.1,8,non focal,0.593668,VIRA grunt,0.593668,LEBI,0.593668,1,non focal
,S4A01593_20160506_195404.wav,1,1969.387,0.677,1125,1984,4969,5/6/2016,26:53.4,20,5/6/2016,26:53.4,8,non focal,0.596989,LEBI,0.596989,VIRA grunt,0.596989,1,non focal
,S4A01593_20160506_195404.wav,0,1746.235,0.501,4500,4950,5813,5/6/2016,23:10.2,20,5/6/2016,23:10.2,8,non focal,0.597974,non focal,0.613336,SESP,0.613336,1,non focal
,S4A01593_20160506_195404.wav,0,2734.805,0.512,1406,1639,2156,5/6/2016,39:38.8,20,5/6/2016,39:38.8,8,non focal,0.598212,BLRA,0.598212,CLRA kek,0.598212,1,non focal
,S4A01593_20160506_195404.wav,1,2005.051,0.827,1031,1457,2156,5/6/2016,27:29.1,20,5/6/2016,27:29.1,8,non focal,0.598578,LEBI,0.598578,SORA,0.598578,1,non focal
,S4A01593_20160506_195404.wav,1,1935.093,0.304,1594,4219,5250,5/6/2016,26:19.1,20,5/6/2016,26:19.1,8,non focal,0.599444,non focal,0.824296,SESP,0.824296,1,non focal
,S4A01593_20160506_195404.wav,0,2779.611,0.549,1781,3885,5531,5/6/2016,40:23.6,20,5/6/2016,40:23.6,8,non focal,0.601186,VIRA grunt,0.601186,non focal,0.884889,1,non focal
,S4A01593_20160506_195404.wav,1,2748.523,0.219,2250,4109,5813,5/6/2016,39:52.5,20,5/6/2016,39:52.5,8,non focal,0.601225,VIRA grunt,0.601225,non focal,0.889084,1,non focal
,S4A01593_20160506_195404.wav,1,2488.933,7.499,2344,3541,5063,5/6/2016,35:32.9,20,5/6/2016,35:32.9,8,non focal,0.60124,focal mix,0.60124,CLRA grunt,0.60124,1,non focal
,S4A01593_20160506_195404.wav,1,3333.685,2.08,1500,3910,4594,5/6/2016,49:37.7,20,5/6/2016,49:37.7,8,non focal,0.601243,non focal,0.805171,non focal,0.827613,1,non focal
,S4A01593_20160506_195404.wav,0,2508.923,0.171,2438,3051,3375,5/6/2016,35:52.9,20,5/6/2016,35:52.9,8,non focal,0.602767,VIRA grunt,0.602767,focal mix,0.602767,1,non focal
,S4A01593_20160506_195404.wav,1,1607.413,0.501,2250,2638,3094,5/6/2016,20:51.4,20,5/6/2016,20:51.4,8,non focal,0.604294,VIRA call,0.604294,SESP,0.604294,1,non focal
,S4A01593_20160506_195404.wav,1,1113.077,1.093,1313,4269,4875,5/6/2016,12:37.1,20,5/6/2016,12:37.1,8,non focal,0.605538,SESP,0.605538,non focal,0.690942,1,non focal
,S4A01593_20160506_195404.wav,1,2000.549,0.885,938,1563,3563,5/6/2016,27:24.6,20,5/6/2016,27:24.6,8,non focal,0.605812,VIRA grunt,0.605812,BLRA,0.605812,1,non focal
,S4A01593_20160506_195404.wav,0,2044.656,0.389,2344,3201,3656,5/6/2016,28:08.7,20,5/6/2016,28:08.7,8,non focal,0.605826,VIRA grunt,0.605826,non focal,0.7974,1,non focal
,S4A01593_20160506_195404.wav,0,476.464,0.219,1781,4118,10031,5/6/2016,02:00.5,20,5/6/2016,02:00.5,8,non focal,0.608557,non focal,0.795532,VIRA grunt,0.795532,1,non focal
,S4A01593_20160506_195404.wav,1,2791.52,0.208,3188,4079,5344,5/6/2016,40:35.5,20,5/6/2016,40:35.5,8,non focal,0.609192,SESP,0.609192,non focal,0.96141,1,non focal
,S4A01593_20160506_195404.wav,1,3303.472,2.949,1219,3264,4500,5/6/2016,49:07.5,20,5/6/2016,49:07.5,8,non focal,0.609656,non focal,0.768973,SORA,0.768973,1,non focal
,S4A01593_20160506_195404.wav,0,2231.792,0.4,2719,3593,4875,5/6/2016,31:15.8,20,5/6/2016,31:15.8,8,non focal,0.610564,BLRA,0.610564,SESP,0.610564,1,non focal
,S4A01593_20160506_195404.wav,0,1619.227,1.456,2063,2444,2906,5/6/2016,21:03.2,20,5/6/2016,21:03.2,8,non focal,0.610669,VIRA call,0.610669,SORA,0.610669,1,non focal
,S4A01593_20160506_195404.wav,1,2789.445,0.208,3656,4419,5250,5/6/2016,40:33.5,20,5/6/2016,40:33.4,8,non focal,0.611374,SESP,0.611374,non focal,0.811318,1,non focal
,S4A01593_20160506_195404.wav,0,2106.528,0.229,2531,3307,3750,5/6/2016,29:10.5,20,5/6/2016,29:10.5,8,non focal,0.61138,VIRA grunt,0.61138,CLRA grunt,0.61138,1,non focal
,S4A01593_20160506_195404.wav,1,1822.187,0.523,1125,1550,2344,5/6/2016,24:26.2,20,5/6/2016,24:26.2,8,non focal,0.613289,LEBI,0.613289,focal mix,0.613289,1,non focal
,S4A01593_20160506_195404.wav,0,1200.512,0.779,1219,3604,5250,5/6/2016,14:04.5,20,5/6/2016,14:04.5,8,non focal,0.614017,SESP,0.614017,non focal,0.93231,1,non focal
,S4A01593_20160506_195404.wav,0,1613.307,0.528,2250,2638,3094,5/6/2016,20:57.3,20,5/6/2016,20:57.3,8,non focal,0.615017,SORA,0.615017,CLRA kek,0.615017,1,non focal
,S4A01593_20160506_195404.wav,1,3271.413,2.581,1125,3838,5063,5/6/2016,48:35.4,20,5/6/2016,48:35.4,8,non focal,0.6161,SESP,0.6161,SORA,0.6161,1,non focal
,S4A01593_20160506_195404.wav,1,3199.621,5.733,1125,4000,5063,5/6/2016,47:23.6,20,5/6/2016,47:23.6,8,non focal,0.617476,non focal,0.829274,non focal,0.895178,1,non focal
,S4A01593_20160506_195404.wav,1,1319.397,0.229,4406,5219,6000,5/6/2016,16:03.4,20,5/6/2016,16:03.4,8,non focal,0.617865,SESP,0.617865,non focal,0.841544,1,non focal
,S4A01593_20160506_195404.wav,0,2067.691,0.917,1031,3300,5156,5/6/2016,28:31.7,20,5/6/2016,28:31.7,8,non focal,0.618923,non focal,0.838055,SESP,0.838055,1,non focal
,S4A01593_20160506_195404.wav,0,1568.949,0.448,1125,1591,2344,5/6/2016,20:13.0,20,5/6/2016,20:13.0,8,non focal,0.619093,VIRA grunt,0.619093,LEBI,0.619093,1,non focal
,S4A01593_20160506_195404.wav,1,1948.869,0.677,2906,4238,5531,5/6/2016,26:32.9,20,5/6/2016,26:32.9,8,non focal,0.621919,VIRA grunt,0.621919,non focal,0.789237,1,non focal
,S4A01593_20160506_195404.wav,0,1973.877,0.24,3656,3879,4219,5/6/2016,26:57.9,20,5/6/2016,26:57.9,8,non focal,0.62421,BLRA,0.62421,non focal,0.935288,1,non focal
,S4A01593_20160506_195404.wav,0,1680.315,0.432,1125,1594,2250,5/6/2016,22:04.3,20,5/6/2016,22:04.3,8,non focal,0.624638,VIRA grunt,0.624638,CLRA kek,0.624638,1,non focal
,S4A01593_20160506_195404.wav,1,3057.92,0.176,2250,4289,5156,5/6/2016,45:01.9,20,5/6/2016,45:01.9,8,non focal,0.625281,non focal,0.641983,SESP,0.641983,1,non focal
,S4A01593_20160506_195404.wav,1,2469.952,2.421,2438,3601,4500,5/6/2016,35:14.0,20,5/6/2016,35:14.0,8,non focal,0.625684,focal mix,0.625684,CLRA grunt,0.625684,1,non focal
,S4A01593_20160506_195404.wav,1,508.32,0.496,3094,4620,5156,5/6/2016,02:32.3,20,5/6/2016,02:32.3,8,non focal,0.62714,SESP,0.62714,non focal,0.760857,1,non focal
,S4A01593_20160506_195404.wav,0,2038.203,0.192,2625,2964,3281,5/6/2016,28:02.2,20,5/6/2016,28:02.2,8,non focal,0.627706,BLRA,0.627706,SESP,0.627706,1,non focal
,S4A01593_20160506_195404.wav,0,2937.168,0.971,3281,3723,4688,5/6/2016,43:01.2,20,5/6/2016,43:01.2,8,non focal,0.631468,non focal,1.1393,SESP,1.1393,1,non focal
,S4A01593_20160506_195404.wav,0,2115.328,0.464,2063,2672,3094,5/6/2016,29:19.3,20,5/6/2016,29:19.3,8,non focal,0.632328,CLRA kek,0.632328,SORA,0.632328,1,non focal
,S4A01593_20160506_195404.wav,0,2083.493,0.213,2156,4150,5719,5/6/2016,28:47.5,20,5/6/2016,28:47.5,8,non focal,0.634579,VIRA grunt,0.634579,non focal,0.765012,1,non focal
,S4A01593_20160506_195404.wav,1,2224.544,0.128,2719,3384,4031,5/6/2016,31:08.5,20,5/6/2016,31:08.5,8,non focal,0.63562,VIRA grunt,0.63562,SESP,0.63562,1,non focal
,S4A01593_20160506_195404.wav,1,2438.709,0.203,1406,4318,10031,5/6/2016,34:42.7,20,5/6/2016,34:42.7,8,non focal,0.636664,non focal,0.87897,VIRA grunt,0.87897,1,non focal
,S4A01593_20160506_195404.wav,1,2763.829,0.565,2813,4129,4781,5/6/2016,40:07.8,20,5/6/2016,40:07.8,8,non focal,0.638587,SESP,0.638587,non focal,0.751639,1,non focal
,S4A01593_20160506_195404.wav,1,2935.781,0.939,3281,3718,4125,5/6/2016,42:59.8,20,5/6/2016,42:59.8,8,non focal,0.638975,focal mix,0.638975,CLRA grunt,0.638975,1,non focal
,S4A01593_20160506_195404.wav,1,3092.144,2.48,281,2822,9750,5/6/2016,45:36.1,20,5/6/2016,45:36.1,8,non focal,0.639544,BLRA,0.639544,non focal,0.759692,1,non focal
,S4A01593_20160506_195404.wav,1,2038.203,0.219,2625,2950,3188,5/6/2016,28:02.2,20,5/6/2016,28:02.2,8,non focal,0.639925,BLRA,0.639925,CLRA kek,0.639925,1,non focal
,S4A01593_20160506_195404.wav,0,2791.509,0.229,3281,4078,5344,5/6/2016,40:35.5,20,5/6/2016,40:35.5,8,non focal,0.640128,SESP,0.640128,non focal,0.849359,1,non focal
,S4A01593_20160506_195404.wav,1,3105.28,0.16,3656,4313,5719,5/6/2016,45:49.3,20,5/6/2016,45:49.3,8,non focal,0.641416,VIRA grunt,0.641416,non focal,0.641599,1,non focal
,S4A01593_20160506_195404.wav,0,1319.397,0.187,2438,4978,6094,5/6/2016,16:03.4,20,5/6/2016,16:03.4,8,non focal,0.642446,SESP,0.642446,non focal,0.883321,1,non focal
,S4A01593_20160506_195404.wav,1,2100.928,1.013,2813,3922,4781,5/6/2016,29:04.9,20,5/6/2016,29:04.9,8,non focal,0.642679,non focal,0.705624,SESP,0.705624,1,non focal
,S4A01593_20160506_195404.wav,1,3056.256,0.155,3000,3801,5063,5/6/2016,45:00.3,20,5/6/2016,45:00.3,8,non focal,0.643348,non focal,0.669666,SESP,0.669666,1,non focal
,S4A01593_20160506_195404.wav,1,1597.968,1.125,2344,2735,3094,5/6/2016,20:42.0,20,5/6/2016,20:42.0,8,non focal,0.644812,CLRA kek,0.644812,focal mix,0.644812,1,non focal
,S4A01593_20160506_195404.wav,0,2736.8,0.592,938,1733,3469,5/6/2016,39:40.8,20,5/6/2016,39:40.8,8,non focal,0.648669,VIRA grunt,0.648669,LEBI,0.648669,1,non focal
,S4A01593_20160506_195404.wav,1,3316.667,6.272,938,4037,4875,5/6/2016,49:20.7,20,5/6/2016,49:20.7,8,non focal,0.649874,non focal,0.959047,non focal,1.095381,1,non focal
,S4A01593_20160506_195404.wav,1,3156.688,5.659,3188,3590,3844,5/6/2016,46:40.7,20,5/6/2016,46:40.7,8,non focal,0.651778,non focal,1.087159,non focal,1.092744,1,non focal
,S4A01593_20160506_195404.wav,1,2754.213,0.272,2719,4031,5156,5/6/2016,39:58.2,20,5/6/2016,39:58.2,8,non focal,0.652677,VIRA grunt,0.652677,non focal,0.908474,1,non focal
,S4A01593_20160506_195404.wav,0,2335.008,0.144,2906,3221,3469,5/6/2016,32:59.0,20,5/6/2016,32:59.0,8,non focal,0.654439,BLRA,0.654439,VIRA grunt,0.654439,1,non focal
,S4A01593_20160506_195404.wav,1,1769.749,0.496,1219,1716,2344,5/6/2016,23:33.8,20,5/6/2016,23:33.8,8,non focal,0.656303,VIRA grunt,0.656303,BLRA,0.656303,1,non focal
,S4A01593_20160506_195404.wav,1,2002.261,0.149,3656,4239,5063,5/6/2016,27:26.3,20,5/6/2016,27:26.3,8,non focal,0.65763,SESP,0.65763,non focal,0.82425,1,non focal
,S4A01593_20160506_195404.wav,1,3276.043,5.851,563,3143,4500,5/6/2016,48:40.0,20,5/6/2016,48:40.0,8,non focal,0.657653,non focal,0.838505,non focal,0.857874,1,non focal
,S4A01593_20160506_195404.wav,1,1613.312,0.523,2250,2631,3000,5/6/2016,20:57.3,20,5/6/2016,20:57.3,8,non focal,0.659479,focal mix,0.659479,VIRA call,0.659479,1,non focal
,S4A01593_20160506_195404.wav,0,3092.139,1.44,281,2503,4781,5/6/2016,45:36.1,20,5/6/2016,45:36.1,8,non focal,0.6599,BLRA,0.6599,VIRA grunt,0.6599,1,non focal
,S4A01593_20160506_195404.wav,1,1978.688,0.4,3469,4266,5063,5/6/2016,27:02.7,20,5/6/2016,27:02.7,8,non focal,0.66012,non focal,1.045469,SESP,1.045469,1,non focal
,S4A01593_20160506_195404.wav,0,2790.021,0.165,2344,4047,5250,5/6/2016,40:34.0,20,5/6/2016,40:34.0,8,non focal,0.66091,VIRA grunt,0.66091,non focal,0.925057,1,non focal
,S4A01593_20160506_195404.wav,0,2759.893,0.192,2906,4104,4875,5/6/2016,40:03.9,20,5/6/2016,40:03.9,8,non focal,0.661533,SESP,0.661533,non focal,0.692149,1,non focal
,S4A01593_20160506_195404.wav,0,2074.325,0.848,1406,3273,4500,5/6/2016,28:38.3,20,5/6/2016,28:38.3,8,non focal,0.662159,SESP,0.662159,SORA,0.662159,1,non focal
,S4A01593_20160506_195404.wav,1,1931.104,0.432,2250,3029,4219,5/6/2016,26:15.1,20,5/6/2016,26:15.1,8,non focal,0.66229,CLRA kek,0.66229,SORA,0.66229,1,non focal
,S4A01593_20160506_195404.wav,1,3295.595,0.699,1031,1505,2438,5/6/2016,48:59.6,20,5/6/2016,48:59.6,8,non focal,0.66306,LEBI,0.66306,focal mix,0.66306,1,non focal
,S4A01593_20160506_195404.wav,1,1960.997,0.464,1313,1555,1969,5/6/2016,26:45.0,20,5/6/2016,26:45.0,8,non focal,0.663292,BLRA,0.663292,CLRA kek,0.663292,1,non focal
,S4A01593_20160506_195404.wav,0,2110.032,0.213,2156,3360,4688,5/6/2016,29:14.0,20,5/6/2016,29:14.0,8,non focal,0.665648,VIRA grunt,0.665648,SESP,0.665648,1,non focal
,S4A01593_20160506_195404.wav,0,2003.003,1.093,1031,1723,3938,5/6/2016,27:27.0,20,5/6/2016,27:27.0,8,non focal,0.666091,LEBI,0.666091,focal mix,0.666091,1,non focal
,S4A01593_20160506_195404.wav,0,3491.168,0.773,1219,1638,2438,5/6/2016,52:15.2,20,5/6/2016,52:15.2,8,non focal,0.666477,VIRA grunt,0.666477,BLRA,0.666477,1,non focal
,S4A01593_20160506_195404.wav,0,2089.733,0.181,3563,4071,4781,5/6/2016,28:53.7,20,5/6/2016,28:53.7,8,non focal,0.669499,SESP,0.669499,SORA,0.669499,1,non focal
,S4A01593_20160506_195404.wav,0,848.891,0.208,281,4016,10031,5/6/2016,08:12.9,20,5/6/2016,08:12.9,8,non focal,0.671706,VIRA grunt,0.671706,non focal,0.808587,1,non focal
,S4A01593_20160506_195404.wav,0,1113.077,1.211,1219,3649,4875,5/6/2016,12:37.1,20,5/6/2016,12:37.1,8,non focal,0.672819,SESP,0.672819,non focal,0.770039,1,non focal
,S4A01593_20160506_195404.wav,0,2817.493,0.213,3375,4262,5250,5/6/2016,41:01.5,20,5/6/2016,41:01.5,8,non focal,0.673094,SESP,0.673094,non focal,0.726863,1,non focal
,S4A01593_20160506_195404.wav,0,1690.779,1.067,281,2422,2906,5/6/2016,22:14.8,20,5/6/2016,22:14.8,8,non focal,0.673337,VIRA call,0.673337,CLRA kek,0.673337,1,non focal
,S4A01593_20160506_195404.wav,1,2051.312,0.645,3188,4122,5250,5/6/2016,28:15.3,20,5/6/2016,28:15.3,8,non focal,0.676401,non focal,0.745292,SESP,0.745292,1,non focal
,S4A01593_20160506_195404.wav,1,3360.432,2.176,1031,2898,4406,5/6/2016,50:04.4,20,5/6/2016,50:04.4,8,non focal,0.677084,non focal,0.956962,non focal,0.978449,1,non focal
,S4A01593_20160506_195404.wav,1,1852.587,0.901,1219,1666,2344,5/6/2016,24:56.6,20,5/6/2016,24:56.6,8,non focal,0.677285,BLRA,0.677285,VIRA grunt,0.677285,1,non focal
,S4A01593_20160506_195404.wav,1,3102.112,0.176,3563,4322,5719,5/6/2016,45:46.1,20,5/6/2016,45:46.1,8,non focal,0.677658,VIRA grunt,0.677658,non focal,0.882223,1,non focal
,S4A01593_20160506_195404.wav,0,1850.293,0.581,2344,4554,7031,5/6/2016,24:54.3,20,5/6/2016,24:54.3,8,non focal,0.679649,LEBI,0.679649,focal mix,0.679649,1,non focal
,S4A01593_20160506_195404.wav,1,2075.925,0.251,2156,4276,7875,5/6/2016,28:39.9,20,5/6/2016,28:39.9,8,non focal,0.680438,VIRA grunt,0.680438,BLRA,0.680438,1,non focal
,S4A01593_20160506_195404.wav,1,1695.957,0.437,1406,3000,4781,5/6/2016,22:20.0,20,5/6/2016,22:20.0,8,non focal,0.682249,SESP,0.682249,non focal,0.726615,1,non focal
,S4A01593_20160506_195404.wav,0,2504.843,0.176,2625,3213,3469,5/6/2016,35:48.8,20,5/6/2016,35:48.8,8,non focal,0.682459,BLRA,0.682459,focal mix,0.682459,1,non focal
,S4A01593_20160506_195404.wav,0,1622.571,0.949,1125,2659,4781,5/6/2016,21:06.6,20,5/6/2016,21:06.6,8,non focal,0.683236,SESP,0.683236,non focal,0.755717,1,non focal
,S4A01593_20160506_195404.wav,0,1937.467,0.373,3750,3962,4313,5/6/2016,26:21.5,20,5/6/2016,26:21.5,8,non focal,0.68405,SESP,0.68405,non focal,0.757522,1,non focal
,S4A01593_20160506_195404.wav,1,2788.651,0.16,2906,4250,5719,5/6/2016,40:32.7,20,5/6/2016,40:32.7,8,non focal,0.684856,VIRA grunt,0.684856,non focal,0.835185,1,non focal
,S4A01593_20160506_195404.wav,1,3053.147,0.395,3563,3928,4688,5/6/2016,44:57.2,20,5/6/2016,44:57.2,8,non focal,0.685565,non focal,0.810214,SESP,0.810214,1,non focal
,S4A01593_20160506_195404.wav,0,1978.688,0.384,2531,4258,5344,5/6/2016,27:02.7,20,5/6/2016,27:02.7,8,non focal,0.685608,non focal,1.076449,SESP,1.076449,1,non focal
,S4A01593_20160506_195404.wav,0,3064.565,0.176,2531,3563,3938,5/6/2016,45:08.6,20,5/6/2016,45:08.6,8,non focal,0.686596,VIRA grunt,0.686596,non focal,0.952841,1,non focal
,S4A01593_20160506_195404.wav,1,2457.312,0.661,3281,3708,4219,5/6/2016,35:01.3,20,5/6/2016,35:01.3,8,non focal,0.68818,focal mix,0.68818,CLRA grunt,0.68818,1,non focal
,S4A01593_20160506_195404.wav,1,1146.123,0.309,2906,4580,9188,5/6/2016,13:10.1,20,5/6/2016,13:10.1,8,non focal,0.688562,BLRA,0.688562,SESP,0.688562,1,non focal
,S4A01593_20160506_195404.wav,0,2887.515,0.192,2719,3344,4031,5/6/2016,42:11.5,20,5/6/2016,42:11.5,8,non focal,0.689234,BLRA,0.689234,VIRA grunt,0.689234,1,non focal
,S4A01593_20160506_195404.wav,1,2450.736,0.576,1688,4100,10031,5/6/2016,34:54.7,20,5/6/2016,34:54.7,8,non focal,0.689307,VIRA grunt,0.689307,BLRA,0.689307,1,non focal
,S4A01593_20160506_195404.wav,0,1989.707,1.131,281,2293,5906,5/6/2016,27:13.7,20,5/6/2016,27:13.7,8,non focal,0.689524,LEBI,0.689524,VIRA grunt,0.689524,1,non focal
,S4A01593_20160506_195404.wav,0,2012.869,0.832,1031,1835,3844,5/6/2016,27:36.9,20,5/6/2016,27:36.9,8,non focal,0.690224,LEBI,0.690224,focal mix,0.690224,1,non focal
,S4A01593_20160506_195404.wav,0,2681.824,0.181,1219,1674,2250,5/6/2016,38:45.8,20,5/6/2016,38:45.8,8,non focal,0.69023,BLRA,0.69023,non focal,0.737369,1,non focal
,S4A01593_20160506_195404.wav,1,2818.912,0.224,2906,3885,4875,5/6/2016,41:02.9,20,5/6/2016,41:02.9,8,non focal,0.691375,VIRA grunt,0.691375,non focal,0.932286,1,non focal
,S4A01593_20160506_195404.wav,1,2795.787,0.224,2531,3567,4313,5/6/2016,40:39.8,20,5/6/2016,40:39.8,8,non focal,0.691681,VIRA grunt,0.691681,non focal,0.950783,1,non focal
,S4A01593_20160506_195404.wav,0,2762.112,0.56,2531,4137,5156,5/6/2016,40:06.1,20,5/6/2016,40:06.1,8,non focal,0.69187,non focal,0.734733,SESP,0.734733,1,non focal
,S4A01593_20160506_195404.wav,1,3261.979,3.285,1219,3589,4500,5/6/2016,48:26.0,20,5/6/2016,48:26.0,8,non focal,0.698724,non focal,0.954288,non focal,1.010219,1,non focal
,S4A01593_20160506_195404.wav,0,1950.901,0.555,2531,3430,4031,5/6/2016,26:34.9,20,5/6/2016,26:34.9,8,non focal,0.699951,VIRA grunt,0.699951,non focal,0.987001,1,non focal
,S4A01593_20160506_195404.wav,1,1707.861,1.184,1219,1777,3469,5/6/2016,22:31.9,20,5/6/2016,22:31.9,8,non focal,0.700934,VIRA call,0.700934,SORA,0.700934,1,non focal
,S4A01593_20160506_195404.wav,1,2779.611,0.539,1594,3996,5625,5/6/2016,40:23.6,20,5/6/2016,40:23.6,8,non focal,0.701743,VIRA grunt,0.701743,non focal,0.946668,1,non focal
,S4A01593_20160506_195404.wav,0,1782.912,0.565,1031,1685,2438,5/6/2016,23:46.9,20,5/6/2016,23:46.9,8,non focal,0.702099,BLRA,0.702099,VIRA grunt,0.702099,1,non focal
,S4A01593_20160506_195404.wav,1,1397.557,0.096,4031,4969,5438,5/6/2016,17:21.6,20,5/6/2016,17:21.6,8,non focal,0.702944,SESP,0.702944,non focal,0.863515,1,non focal
,S4A01593_20160506_195404.wav,0,1991.643,2.624,1219,3112,7406,5/6/2016,27:15.6,20,5/6/2016,27:15.6,8,non focal,0.704041,VIRA call,0.704041,SESP,0.704041,1,non focal
,S4A01593_20160506_195404.wav,1,2120.64,2.368,2063,2720,5719,5/6/2016,29:24.6,20,5/6/2016,29:24.6,8,non focal,0.706248,focal mix,0.706248,VIRA call,0.706248,1,non focal
,S4A01593_20160506_195404.wav,1,2500.187,1.643,2531,3607,4219,5/6/2016,35:44.2,20,5/6/2016,35:44.2,8,non focal,0.708424,focal mix,0.708424,CLRA grunt,0.708424,1,non focal
,S4A01593_20160506_195404.wav,0,2010.037,0.448,2906,3840,5344,5/6/2016,27:34.0,20,5/6/2016,27:34.0,8,non focal,0.71288,VIRA grunt,0.71288,non focal,0.842463,1,non focal
,S4A01593_20160506_195404.wav,1,886.997,0.203,2531,4429,7031,5/6/2016,08:51.0,20,5/6/2016,08:51.0,8,non focal,0.713109,VIRA grunt,0.713109,BLRA,0.713109,1,non focal
,S4A01593_20160506_195404.wav,0,2011.952,0.4,2625,3701,5250,5/6/2016,27:36.0,20,5/6/2016,27:36.0,8,non focal,0.714519,VIRA grunt,0.714519,non focal,0.768623,1,non focal
,S4A01593_20160506_195404.wav,1,852.725,0.187,1781,4304,10031,5/6/2016,08:16.7,20,5/6/2016,08:16.7,8,non focal,0.714943,non focal,0.738683,SESP,0.738683,1,non focal
,S4A01593_20160506_195404.wav,0,2935.781,0.944,3281,3694,4875,5/6/2016,42:59.8,20,5/6/2016,42:59.8,8,non focal,0.715148,non focal,1.056862,BLRA,1.056862,1,non focal
,S4A01593_20160506_195404.wav,0,1955.077,0.869,1125,2292,3750,5/6/2016,26:39.1,20,5/6/2016,26:39.1,8,non focal,0.715651,SESP,0.715651,non focal,0.743778,1,non focal
,S4A01593_20160506_195404.wav,1,1710.864,2.123,1313,3862,5063,5/6/2016,22:34.9,20,5/6/2016,22:34.9,8,non focal,0.718502,non focal,0.813613,SESP,0.813613,1,non focal
,S4A01593_20160506_195404.wav,0,1642.965,0.533,1125,1518,2344,5/6/2016,21:27.0,20,5/6/2016,21:27.0,8,non focal,0.719244,LEBI,0.719244,focal mix,0.719244,1,non focal
,S4A01593_20160506_195404.wav,0,2496.917,2.165,2438,3595,4500,5/6/2016,35:40.9,20,5/6/2016,35:40.9,8,non focal,0.719803,focal mix,0.719803,CLRA grunt,0.719803,1,non focal
,S4A01593_20160506_195404.wav,1,1888.933,0.859,3281,3925,4406,5/6/2016,25:32.9,20,5/6/2016,25:32.9,8,non focal,0.720825,SESP,0.720825,SORA,0.720825,1,non focal
,S4A01593_20160506_195404.wav,0,2161.531,0.251,3656,4087,4594,5/6/2016,30:05.5,20,5/6/2016,30:05.5,8,non focal,0.721381,SORA,0.721381,SESP,0.721381,1,non focal
,S4A01593_20160506_195404.wav,1,2212.283,0.165,2063,3901,4969,5/6/2016,30:56.3,20,5/6/2016,30:56.3,8,non focal,0.721921,VIRA grunt,0.721921,non focal,0.733662,1,non focal
,S4A01593_20160506_195404.wav,1,2012.885,0.805,1125,1549,2344,5/6/2016,27:36.9,20,5/6/2016,27:36.9,8,non focal,0.722299,LEBI,0.722299,focal mix,0.722299,1,non focal
,S4A01593_20160506_195404.wav,0,529.275,0.656,2906,3976,5438,5/6/2016,02:53.3,20,5/6/2016,02:53.3,8,non focal,0.723285,non focal,0.753002,SESP,0.753002,1,non focal
